datetime_col,float_col,int_col,categorical_col,bool_col
2018-01-03 08:00:00,0.9687421991861737,-90,Low,False
2018-01-03 09:00:00,0.49818594184494336,73,Medium,False
2018-01-03 10:00:00,0.25330292708146374,-98,Medium,True
2018-01-03 11:00:00,0.4608117143240209,46,Medium,False
2018-01-03 12:00:00,0.8097857315234329,-24,Low,False
2018-01-03 13:00:00,0.9023906328568172,49,Low,False
2018-01-03 14:00:00,0.0868038462913927,-86,High,False
2018-01-03 15:00:00,0.3829106041215907,-82,Medium,True
2018-01-03 16:00:00,0.5062328627265726,86,Low,False
2018-01-03 17:00:00,0.388925708831921,-63,Medium,True
2018-01-03 18:00:00,0.2910506866580139,-82,Low,False
2018-01-03 19:00:00,0.28228525674388294,-8,Low,False
2018-01-03 20:00:00,0.02919288179368451,-71,Low,False
2018-01-03 21:00:00,0.7324989965993192,1,Off,False
2018-01-03 22:00:00,0.8765431831860844,-64,Off,True
2018-01-03 23:00:00,0.8725381704371606,-63,Off,False
2018-01-04 00:00:00,0.5366732801034774,-17,High,False
2018-01-04 01:00:00,0.6937378601791093,48,High,False
2018-01-04 02:00:00,0.173384911499466,42,Low,True
2018-01-04 03:00:00,0.563033041725114,-86,Off,True
2018-01-04 04:00:00,0.6883631473433185,19,Off,True
2018-01-04 05:00:00,0.7165894587230001,-18,Off,True
2018-01-04 06:00:00,0.15312000173449225,18,Low,False
2018-01-04 07:00:00,0.38728254259544526,-16,Medium,False
2018-01-04 08:00:00,0.38741042740682974,-16,Medium,False
2018-01-04 09:00:00,0.10685444573275371,-37,Low,True
2018-01-04 10:00:00,0.6370601336939341,-61,Low,False
2018-01-04 11:00:00,0.6998756926426275,-64,Low,False
2018-01-04 12:00:00,0.3008033377192182,18,Low,False
2018-01-04 13:00:00,0.26696743048201377,52,Medium,True
2018-01-04 14:00:00,0.6962647386315721,-6,Low,True
2018-01-04 15:00:00,0.12659691199919076,-83,Off,True
2018-01-04 16:00:00,0.8955374349259595,-99,Medium,True
2018-01-04 17:00:00,0.9758885679924186,-65,Low,False
2018-01-04 18:00:00,0.011175966370800983,-54,Low,True
2018-01-04 19:00:00,0.2988439799288386,-52,High,True
2018-01-04 20:00:00,0.631111370179186,38,High,True
2018-01-04 21:00:00,0.7253976964067567,98,Medium,False
2018-01-04 22:00:00,0.8340566142549426,61,Medium,True
2018-01-04 23:00:00,0.058650541935325595,90,High,False
2018-01-05 00:00:00,0.24918581892924718,-2,Low,True
2018-01-05 01:00:00,0.5784776910293934,77,Medium,False
2018-01-05 02:00:00,0.5013854767295484,-78,Low,True
2018-01-05 03:00:00,0.06562323424516547,92,Off,False
2018-01-05 04:00:00,0.7008123829231003,-55,Medium,False
2018-01-05 05:00:00,0.05209011382621498,-89,Medium,True
2018-01-05 06:00:00,0.7629945147306907,87,Low,False
2018-01-05 07:00:00,0.49496708622911956,-30,Medium,True
2018-01-05 08:00:00,0.5259761546505571,79,Off,False
2018-01-05 09:00:00,0.5280074599362111,-62,Off,True
2018-01-05 10:00:00,0.004267860851381422,40,Low,True
2018-01-05 11:00:00,0.6828155858914294,91,Low,True
2018-01-05 12:00:00,0.9577137808090471,-55,Low,True
2018-01-05 13:00:00,0.8961648657206579,-96,Low,True
2018-01-05 14:00:00,0.5105436466275507,-58,Medium,True
2018-01-05 15:00:00,0.574610646046093,-95,Medium,True
2018-01-05 16:00:00,0.7936112464728444,10,Low,True
2018-01-05 17:00:00,0.24317311831952892,-82,Low,False
2018-01-05 18:00:00,0.5856271389444729,21,Low,False
2018-01-05 19:00:00,0.6755977835978711,42,Low,False
2018-01-05 20:00:00,0.05455926546797962,33,Low,False
2018-01-05 21:00:00,0.2961521930242672,50,Off,False
2018-01-05 22:00:00,0.9028860703842455,-69,High,True
2018-01-05 23:00:00,0.6518225225905673,70,Medium,True
2018-01-06 00:00:00,0.26182869393747843,15,Medium,True
2018-01-06 01:00:00,0.7288305187982497,-95,Medium,True
2018-01-06 02:00:00,0.9207322042546023,-28,Low,False
2018-01-06 03:00:00,0.6298641721506992,54,Low,True
2018-01-06 04:00:00,0.61903130075617,54,Low,False
2018-01-06 05:00:00,0.09582745745139232,46,High,True
2018-01-06 06:00:00,0.47315001232260634,19,Low,True
2018-01-06 07:00:00,0.15712623966988903,-76,Low,False
2018-01-06 08:00:00,0.8046373610549084,78,Off,True
2018-01-06 09:00:00,0.12732628602567353,18,Medium,False
2018-01-06 10:00:00,0.25001718918658045,68,Off,False
2018-01-06 11:00:00,0.6381673924410165,-93,Low,False
2018-01-06 12:00:00,0.9590883824800231,99,Medium,True
2018-01-06 13:00:00,0.12609669653705435,-50,Low,True
2018-01-06 14:00:00,0.16060801008572678,-40,Off,True
2018-01-06 15:00:00,0.06490328640639298,69,Medium,False
2018-01-06 16:00:00,0.9212696599522899,-13,Medium,True
2018-01-06 17:00:00,0.8763834605998618,19,Low,False
2018-01-06 18:00:00,0.5902459959530547,64,Medium,False
2018-01-06 19:00:00,0.43629195280552135,-63,Medium,True
2018-01-06 20:00:00,0.6617190263666408,98,Low,False
2018-01-06 21:00:00,0.3929969626313896,-34,Medium,False
2018-01-06 22:00:00,0.13154685557901313,32,Low,False
2018-01-06 23:00:00,0.42753082764595773,-88,Low,True
2018-01-07 00:00:00,0.9644992739783995,29,Low,True
2018-01-07 01:00:00,0.3667515726980828,-78,Medium,True
2018-01-07 02:00:00,0.24890324459092583,-15,Low,True
2018-01-07 03:00:00,0.7148458626358947,10,Low,False
2018-01-07 04:00:00,0.16753063141222058,18,Off,True
2018-01-07 05:00:00,0.3117682473915582,-93,Low,False
2018-01-07 06:00:00,0.5804937734975706,-72,Low,False
2018-01-07 07:00:00,0.5504536535488818,94,Low,False
2018-01-07 08:00:00,0.21634612111831997,-92,Low,True
2018-01-07 09:00:00,0.041725522808276794,-95,Low,False
2018-01-07 10:00:00,0.38440345680822097,-22,Low,False
2018-01-07 11:00:00,0.028056243010317172,-61,Low,False
2018-01-07 12:00:00,0.34903121412097415,-40,Off,True
2018-01-07 13:00:00,0.6832877288663051,35,Low,True
2018-01-07 14:00:00,0.4892574241576966,49,Medium,True
2018-01-07 15:00:00,0.339876779325632,-56,Low,False
2018-01-07 16:00:00,0.7361603806029346,-74,Medium,True
2018-01-07 17:00:00,0.7102873468995384,-75,Medium,True
2018-01-07 18:00:00,0.2541355969587211,-15,Medium,True
2018-01-07 19:00:00,0.9829628251821211,13,Off,True
2018-01-07 20:00:00,0.290996756925912,-61,Low,True
2018-01-07 21:00:00,0.6480207598158237,-100,High,True
2018-01-07 22:00:00,0.26734088243397314,48,Low,True
2018-01-07 23:00:00,0.279081311406279,-40,Low,False
2018-01-08 00:00:00,0.24381695166020423,24,Low,True
2018-01-08 01:00:00,0.1772746434588255,0,Off,True
2018-01-08 02:00:00,0.8525249695842126,-39,Low,True
2018-01-08 03:00:00,0.6049475228788391,-5,Off,False
2018-01-08 04:00:00,0.7297559104017085,-89,Low,True
2018-01-08 05:00:00,0.8500742344630547,95,Low,True
2018-01-08 06:00:00,0.709010161246751,-51,Low,False
2018-01-08 07:00:00,0.24130977323507152,-46,Low,False
2018-01-08 08:00:00,0.7115343072843028,12,Off,False
2018-01-08 09:00:00,0.7798875475683753,-21,High,False
2018-01-08 10:00:00,0.4179163659032188,-74,Medium,False
2018-01-08 11:00:00,0.336634997451573,-63,Medium,False
2018-01-08 12:00:00,0.4234343691701804,71,Medium,True
2018-01-08 13:00:00,0.07939371038436138,-1,Off,True
2018-01-08 14:00:00,0.4822270550355061,-6,Low,False
2018-01-08 15:00:00,0.9333474963110819,-76,High,True
2018-01-08 16:00:00,0.8412125438622305,82,Off,False
2018-01-08 17:00:00,0.27267041948991777,-59,Off,True
2018-01-08 18:00:00,0.8317493277129255,-78,Medium,False
2018-01-08 19:00:00,0.8683424912382215,-79,Low,True
2018-01-08 20:00:00,0.7967330249106952,-22,Low,True
2018-01-08 21:00:00,0.5327007388551486,-36,Low,True
2018-01-08 22:00:00,0.7394895116031823,-55,Off,False
2018-01-08 23:00:00,0.37628142351020977,-9,Low,False
2018-01-09 00:00:00,0.2817036528628065,-73,High,True
2018-01-09 01:00:00,0.1590797087703184,-92,Low,True
2018-01-09 02:00:00,0.3123703943370191,-23,Off,True
2018-01-09 03:00:00,0.0737550195346639,-36,Low,False
2018-01-09 04:00:00,0.42542994009572177,-48,Low,True
2018-01-09 05:00:00,0.5740826428752234,-4,Off,True
2018-01-09 06:00:00,0.8102644138060899,-60,Medium,True
2018-01-09 07:00:00,0.8005685823255635,-34,Off,False
2018-01-09 08:00:00,0.6989188345113407,-60,Low,True
2018-01-09 09:00:00,0.7090417279237288,21,Low,True
2018-01-09 10:00:00,0.7859170993584819,76,High,False
2018-01-09 11:00:00,0.10174581298151253,-40,Low,False
2018-01-09 12:00:00,0.5380657195989922,-58,Low,False
2018-01-09 13:00:00,0.8266583185004776,19,Low,True
2018-01-09 14:00:00,0.8177753241654829,48,Off,False
2018-01-09 15:00:00,0.6983327469549303,-11,Low,True
2018-01-09 16:00:00,0.6124610434319282,-47,Off,False
2018-01-09 17:00:00,0.889086056089144,-74,Off,False
2018-01-09 18:00:00,0.7183162665942107,32,High,False
2018-01-09 19:00:00,0.6359811120263299,-30,Low,False
2018-01-09 20:00:00,0.8575507284205128,34,Low,False
2018-01-09 21:00:00,0.36510729380510987,-44,Low,False
2018-01-09 22:00:00,0.2555559580663994,-52,Medium,True
2018-01-09 23:00:00,0.8558090609246929,85,Off,False
2018-01-10 00:00:00,0.7050552503578561,53,Medium,True
2018-01-10 01:00:00,0.1362645724005599,12,Low,False
2018-01-10 02:00:00,0.8226663406785587,-15,Off,True
2018-01-10 03:00:00,0.16894156671207716,-95,Medium,False
2018-01-10 04:00:00,0.16079567672399775,21,High,True
2018-01-10 05:00:00,0.13272126748753088,73,Low,False
2018-01-10 06:00:00,0.16800748835343682,75,High,True
2018-01-10 07:00:00,0.12544933876590636,84,High,True
2018-01-10 08:00:00,0.538027788582734,-1,Low,True
2018-01-10 09:00:00,0.736622131944497,10,High,False
2018-01-10 10:00:00,0.6704141989836909,-77,Off,False
2018-01-10 11:00:00,0.2921833509636884,-74,Low,True
2018-01-10 12:00:00,0.7329650669447478,-5,Low,False
2018-01-10 13:00:00,0.5114247772700711,-18,Low,True
2018-01-10 14:00:00,0.9566645153353632,-11,Low,True
2018-01-10 15:00:00,0.3798061413479884,31,Off,True
2018-01-10 16:00:00,0.3868024853383609,-65,Low,False
2018-01-10 17:00:00,0.819147647460995,26,Off,False
2018-01-10 18:00:00,0.04430568413229008,78,Low,False
2018-01-10 19:00:00,0.7860905870060169,54,Low,True
2018-01-10 20:00:00,0.3633287006118565,25,High,False
2018-01-10 21:00:00,0.20795634948367525,-77,Low,False
2018-01-10 22:00:00,0.1808825633079033,-3,Medium,False
2018-01-10 23:00:00,0.07721510117254016,-56,Medium,False
2018-01-11 00:00:00,0.885968022190626,14,Medium,False
2018-01-11 01:00:00,0.21724122024969728,37,Low,False
2018-01-11 02:00:00,0.48375197555932326,-67,Low,True
2018-01-11 03:00:00,0.8435556193071407,-43,Medium,False
2018-01-11 04:00:00,0.8080518101738077,57,Low,True
2018-01-11 05:00:00,0.14469098650257362,-100,Medium,True
2018-01-11 06:00:00,0.6891888251819492,-38,Off,False
2018-01-11 07:00:00,0.7810371097926405,-96,Low,True
2018-01-11 08:00:00,0.07373756047713731,29,Low,False
2018-01-11 09:00:00,0.9480474260053376,-83,Medium,False
2018-01-11 10:00:00,0.9141521268857133,97,Low,False
2018-01-11 11:00:00,0.4736702542279898,26,Low,True
2018-01-11 12:00:00,0.9686993435822938,17,Off,True
2018-01-11 13:00:00,0.08908355450110284,-31,Medium,True
2018-01-11 14:00:00,0.3496790381900329,-11,Low,True
2018-01-11 15:00:00,0.35836751878791884,34,Medium,True
2018-01-11 16:00:00,0.7736404065723035,-73,Low,False
2018-01-11 17:00:00,0.23065570015054127,79,Low,True
2018-01-11 18:00:00,0.2453738607146636,45,Low,False
2018-01-11 19:00:00,0.3107881139164891,70,Low,True
2018-01-11 20:00:00,0.11213102397002872,-31,Medium,True
2018-01-11 21:00:00,0.02393011488578234,-40,Off,False
2018-01-11 22:00:00,0.6742121186639675,-29,Low,True
2018-01-11 23:00:00,0.9931311090788866,17,Off,True
2018-01-12 00:00:00,0.40390916806402466,-16,Low,True
2018-01-12 01:00:00,0.9785112245375966,76,Low,False
2018-01-12 02:00:00,0.8331237214547712,27,Off,True
2018-01-12 03:00:00,0.3050551994865792,-72,Low,False
2018-01-12 04:00:00,0.42199036607662566,94,Medium,False
2018-01-12 05:00:00,0.8400003345445642,26,Off,True
2018-01-12 06:00:00,0.9689105827012755,-94,Medium,False
2018-01-12 07:00:00,0.7642059646648457,4,Medium,False
2018-01-12 08:00:00,0.5480676502703835,74,Low,True
2018-01-12 09:00:00,0.18264178375307794,3,Low,True
2018-01-12 10:00:00,0.704378115576315,-86,Low,True
2018-01-12 11:00:00,0.6738219454084079,-92,Low,False
2018-01-12 12:00:00,0.6046196356049899,-36,Low,False
2018-01-12 13:00:00,0.32591903901293706,-44,Low,False
2018-01-12 14:00:00,0.9234541607988559,-10,Low,True
2018-01-12 15:00:00,0.52619066269705,-49,Medium,True
2018-01-12 16:00:00,0.5912694232594716,-36,Low,True
2018-01-12 17:00:00,0.16439918903234596,50,Off,True
2018-01-12 18:00:00,0.909986862964255,94,Low,True
2018-01-12 19:00:00,0.5335371873890309,-36,Off,False
2018-01-12 20:00:00,0.5650592469742655,-57,Low,True
2018-01-12 21:00:00,0.4558753934781504,95,Medium,True
2018-01-12 22:00:00,0.5880675767710187,-49,Off,False
2018-01-12 23:00:00,0.05273669171402717,-81,Medium,True
2018-01-13 00:00:00,0.9021455054764079,13,Off,True
2018-01-13 01:00:00,0.978556164812797,10,Medium,True
2018-01-13 02:00:00,0.14919484418888984,-79,Low,True
2018-01-13 03:00:00,0.08447251134284128,-46,Low,False
2018-01-13 04:00:00,0.5285363794386406,66,Off,False
2018-01-13 05:00:00,0.9886514136034203,-43,Off,True
2018-01-13 06:00:00,0.09020110523590197,54,High,True
2018-01-13 07:00:00,0.22188251788878588,6,Low,True
2018-01-13 08:00:00,0.9367880151663791,2,High,True
2018-01-13 09:00:00,0.12100713331629165,47,Low,True
2018-01-13 10:00:00,0.3458085734840515,92,Low,True
2018-01-13 11:00:00,0.9983680107660785,-84,High,True
2018-01-13 12:00:00,0.31662277465475575,76,Medium,False
2018-01-13 13:00:00,0.6739318160617287,-15,Low,True
2018-01-13 14:00:00,0.6383456930302046,40,Medium,False
2018-01-13 15:00:00,0.2933789525742776,38,Off,False
2018-01-13 16:00:00,0.28184563373870375,14,Low,True
2018-01-13 17:00:00,0.24029001183541876,-40,Low,False
2018-01-13 18:00:00,0.1038781107982476,46,Low,True
2018-01-13 19:00:00,0.9000936737334175,47,Off,True
2018-01-13 20:00:00,0.30090471714014855,41,Low,True
2018-01-13 21:00:00,0.2290381686394296,-14,Off,False
2018-01-13 22:00:00,0.9354294512564074,27,Low,False
2018-01-13 23:00:00,0.7890505857486617,-82,Low,True
2018-01-14 00:00:00,0.7341358481132998,-6,Off,True
2018-01-14 01:00:00,0.04482956094653112,-40,High,False
2018-01-14 02:00:00,0.5725251433628004,-47,Off,True
2018-01-14 03:00:00,0.03504184654714215,0,Off,True
2018-01-14 04:00:00,0.06670009169732682,-54,Low,False
2018-01-14 05:00:00,0.5559647662312455,91,Off,False
2018-01-14 06:00:00,0.03467775800351591,-6,Off,False
2018-01-14 07:00:00,0.6542492661541984,-52,Low,False
2018-01-14 08:00:00,0.08496991929107656,-11,Low,True
2018-01-14 09:00:00,0.15194437208133282,-20,Low,False
2018-01-14 10:00:00,0.8665762952379292,63,Low,False
2018-01-14 11:00:00,0.5228187325773048,-33,Low,True
2018-01-14 12:00:00,0.6852010989075795,80,High,False
2018-01-14 13:00:00,0.8624539839801286,4,Low,False
2018-01-14 14:00:00,0.5905513555136539,62,Low,True
2018-01-14 15:00:00,0.5195121296667987,-95,Low,False
2018-01-14 16:00:00,0.13516146617172486,-45,Medium,False
2018-01-14 17:00:00,0.8918234206553217,12,Low,True
2018-01-14 18:00:00,0.5950684123488515,80,High,True
2018-01-14 19:00:00,0.757069709683227,-30,Off,True
2018-01-14 20:00:00,0.15372668339016138,-100,High,False
2018-01-14 21:00:00,0.49532847759694076,-8,Low,True
2018-01-14 22:00:00,0.8711172849641468,51,Off,True
2018-01-14 23:00:00,0.4012556093416926,62,Low,True
2018-01-15 00:00:00,0.5662345018870507,-100,Low,True
2018-01-15 01:00:00,0.01596862850572256,-23,Low,False
2018-01-15 02:00:00,0.4243365336198144,69,Low,False
2018-01-15 03:00:00,0.2249459598514595,-4,Off,True
2018-01-15 04:00:00,0.2932625936820069,64,Low,True
2018-01-15 05:00:00,0.4874236163966672,69,High,False
2018-01-15 06:00:00,0.06992524675115663,54,Medium,True
2018-01-15 07:00:00,0.623308800115085,18,Low,False
2018-01-15 08:00:00,0.10610561293123666,42,Low,True
2018-01-15 09:00:00,0.6830676860764512,58,Low,False
2018-01-15 10:00:00,0.3323021342747634,-11,Low,True
2018-01-15 11:00:00,0.2922774185706615,-18,High,True
2018-01-15 12:00:00,0.8458969165180572,-2,Low,True
2018-01-15 13:00:00,0.5839649856110151,59,Off,True
2018-01-15 14:00:00,0.7775113684588362,-66,Off,False
2018-01-15 15:00:00,0.936443832455179,-88,Medium,True
2018-01-15 16:00:00,0.21140698926296242,-9,Low,True
2018-01-15 17:00:00,0.4363555552754559,36,Low,True
2018-01-15 18:00:00,0.9378166531878395,-9,Low,True
2018-01-15 19:00:00,0.9699057614171384,-40,Low,True
2018-01-15 20:00:00,0.44874135996488207,67,Low,False
2018-01-15 21:00:00,0.6931482275889437,-48,Low,False
2018-01-15 22:00:00,0.36780200658190854,58,Medium,True
2018-01-15 23:00:00,0.23474505101263643,89,Medium,False
2018-01-16 00:00:00,0.6258485654301614,45,Low,False
2018-01-16 01:00:00,0.527158311903743,53,High,True
2018-01-16 02:00:00,0.5505680485575458,45,Low,True
2018-01-16 03:00:00,0.21466504098664752,72,Low,True
2018-01-16 04:00:00,0.9034628231054599,-48,Low,False
2018-01-16 05:00:00,0.3058548482590874,40,High,False
2018-01-16 06:00:00,0.5942484533632603,52,Low,True
2018-01-16 07:00:00,0.8106637391282544,43,Low,True
2018-01-16 08:00:00,0.5299977437492269,-2,Low,False
2018-01-16 09:00:00,0.5619464596167325,11,Medium,True
2018-01-16 10:00:00,0.3306501089809155,8,High,False
2018-01-16 11:00:00,0.29619317687599955,-10,Off,True
2018-01-16 12:00:00,0.8591997184148833,-11,Medium,False
2018-01-16 13:00:00,0.10595543440519573,63,Off,False
2018-01-16 14:00:00,0.5477550607969426,39,Medium,True
2018-01-16 15:00:00,0.5223059669103917,-13,Low,True
2018-01-16 16:00:00,0.25159170512091733,72,Low,False
2018-01-16 17:00:00,0.8595235199250624,92,Low,False
2018-01-16 18:00:00,0.06347152804806522,-2,Medium,True
2018-01-16 19:00:00,0.08823068346339769,21,Low,True
2018-01-16 20:00:00,0.010266786254639726,30,Low,True
2018-01-16 21:00:00,0.2975214460809821,-78,Low,True
2018-01-16 22:00:00,0.6846271920416253,-4,Off,True
2018-01-16 23:00:00,0.1737707464213224,-36,Medium,True
2018-01-17 00:00:00,0.24903857364527338,-82,Medium,False
2018-01-17 01:00:00,0.09532345493879568,6,Medium,True
2018-01-17 02:00:00,0.05179509454534781,-51,Medium,False
2018-01-17 03:00:00,0.20420925126244016,41,Low,True
2018-01-17 04:00:00,0.2612620328909546,-24,Medium,False
2018-01-17 05:00:00,0.032558122897740294,-10,Low,True
2018-01-17 06:00:00,0.05976839531855871,-48,Low,False
2018-01-17 07:00:00,0.8496646424719053,73,Low,False
2018-01-17 08:00:00,0.8730773278690569,-33,Off,True
2018-01-17 09:00:00,0.3994528197266649,47,Medium,True
2018-01-17 10:00:00,0.32113380124078084,-55,Off,True
2018-01-17 11:00:00,0.8336555096117478,67,High,True
2018-01-17 12:00:00,0.4728771467353494,-49,Low,True
2018-01-17 13:00:00,0.15203481134028485,94,Off,False
2018-01-17 14:00:00,0.9508933886615712,11,Off,False
2018-01-17 15:00:00,0.8006016102725573,90,Low,False
2018-01-17 16:00:00,0.5575828242762857,-8,Low,True
2018-01-17 17:00:00,0.303707175211714,5,Low,False
2018-01-17 18:00:00,0.9594910202457317,-79,Low,True
2018-01-17 19:00:00,0.21338094171885935,-100,Low,True
2018-01-17 20:00:00,0.691043637729368,-30,Off,False
2018-01-17 21:00:00,0.46417156432536166,93,Off,True
2018-01-17 22:00:00,0.5505311333300872,-52,Off,False
2018-01-17 23:00:00,0.0023765665244547263,-80,Off,True
2018-01-18 00:00:00,0.9098345842026984,22,High,False
2018-01-18 01:00:00,0.03129786487373676,-7,Low,False
2018-01-18 02:00:00,0.6848054018626374,0,High,True
2018-01-18 03:00:00,0.9302154944355385,71,Off,False
2018-01-18 04:00:00,0.45571348478008433,43,Low,True
2018-01-18 05:00:00,0.9858479999764345,51,Medium,True
2018-01-18 06:00:00,0.993821445026139,-86,Low,False
2018-01-18 07:00:00,0.9646434598385505,96,Medium,False
2018-01-18 08:00:00,0.7953747956762144,65,Low,False
2018-01-18 09:00:00,0.7219644827165307,73,Off,True
2018-01-18 10:00:00,0.9696865392653007,11,Medium,True
2018-01-18 11:00:00,0.5844955879517774,72,Off,True
2018-01-18 12:00:00,0.46857598305782255,-25,Off,False
2018-01-18 13:00:00,0.07691165178608095,-13,Low,False
2018-01-18 14:00:00,0.4579172956540749,48,Medium,False
2018-01-18 15:00:00,0.4243955440564565,97,Medium,False
2018-01-18 16:00:00,0.5889389500353452,90,Low,False
2018-01-18 17:00:00,0.40480488293309835,86,Off,True
2018-01-18 18:00:00,0.5027473773237676,2,Medium,False
2018-01-18 19:00:00,0.27212222272381525,39,Low,False
2018-01-18 20:00:00,0.459934990890426,65,Medium,True
2018-01-18 21:00:00,0.48082195210475265,-64,High,True
2018-01-18 22:00:00,0.10014502854534757,-93,Off,False
2018-01-18 23:00:00,0.7977443585815253,-16,Off,True
2018-01-19 00:00:00,0.2866704701635975,-33,Low,False
2018-01-19 01:00:00,0.8218801474207986,-72,High,False
2018-01-19 02:00:00,0.5350636488757199,-73,Low,False
2018-01-19 03:00:00,0.020065147939781203,-31,Off,False
2018-01-19 04:00:00,0.18102230494583083,93,Low,False
2018-01-19 05:00:00,0.7289626807108601,-48,Low,True
2018-01-19 06:00:00,0.32686136069738103,-61,Low,False
2018-01-19 07:00:00,0.2646196218059609,-95,High,False
2018-01-19 08:00:00,0.4765177266042049,10,High,True
2018-01-19 09:00:00,0.27894065904142273,-98,Low,True
2018-01-19 10:00:00,0.6027883900531817,37,Low,True
2018-01-19 11:00:00,0.1644185691292699,99,Low,True
2018-01-19 12:00:00,0.9881253808455575,34,Low,True
2018-01-19 13:00:00,0.17345265424942846,6,Off,False
2018-01-19 14:00:00,0.9914405977081105,98,Off,False
2018-01-19 15:00:00,0.4173760729280065,45,Low,False
2018-01-19 16:00:00,0.2037053729073719,2,Off,True
2018-01-19 17:00:00,0.27858901086303245,62,Low,False
2018-01-19 18:00:00,0.4400415314523416,-9,Low,True
2018-01-19 19:00:00,0.48183045032317795,-19,Medium,False
2018-01-19 20:00:00,0.8451136281357989,89,Medium,True
2018-01-19 21:00:00,0.3366410252867702,84,Low,True
2018-01-19 22:00:00,0.3321927145372364,-25,Low,False
2018-01-19 23:00:00,0.5647474319072975,-50,Low,True
2018-01-20 00:00:00,0.7959559161523825,-34,Low,True
2018-01-20 01:00:00,0.3466910732406975,71,High,True
2018-01-20 02:00:00,0.9988279874140228,84,Off,True
2018-01-20 03:00:00,0.4222336590646615,-60,Off,True
2018-01-20 04:00:00,0.22398739788656852,74,Medium,True
2018-01-20 05:00:00,0.24752416947204448,-89,Medium,True
2018-01-20 06:00:00,0.17402004889525124,-44,Off,True
2018-01-20 07:00:00,0.23378964614336095,16,Low,True
2018-01-20 08:00:00,0.5799348258916064,42,Off,True
2018-01-20 09:00:00,0.9115798969997535,-41,Medium,True
2018-01-20 10:00:00,0.8829985807907698,65,Low,False
2018-01-20 11:00:00,0.5646041260983914,-83,Medium,True
2018-01-20 12:00:00,0.2659274237024247,91,Medium,False
2018-01-20 13:00:00,0.8382995049251604,-14,Off,True
2018-01-20 14:00:00,0.15437084112803623,-60,Low,True
